,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3N,5,4,3,4,5,4D,36
1,Black,394,352,157,535,387,208,425,536,398,3392
2,Blue,379,336,144,522,330,196,395,515,375,3192
3,White,365,321,130,507,315,186,372,498,349,3043
4,Green,300,272,114,401,296,135,328,456,322,2624
5,Red,300,272,114,401,296,135,328,456,322,2624
6,Hdcp,10,8,16,12,4,14,6,2,18,­
