,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5,3N,4,4,5D,3,4,36
1,黄,405,440,570,165,395,400,525,190,410,3500
2,青,380,420,530,152,380,390,505,176,390,3323
3,白,345,400,505,140,360,370,480,154,365,3119
4,金,325,380,480,128,345,335,460,132,325,2910
5,赤,325,294,427,128,345,335,460,132,325,2771
6,Hdcp,11,1,5,17,13,7,3,15,9,­
