,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3,4,5,4,4,5D,3N,4,36
1,Blue,433,197,358,603,423,370,574,171,364,3493
2,White,397,155,338,555,379,320,523,143,334,3144
3,Red,315,132,298,412,276,296,430,113,288,2560
4,Hdcp,6,18,14,2,8,12,4,16,10,­
