,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4D,3,4,4,5,3N,4,5,36
1,BLACK,383,505,246,444,470,602,245,534,591,4020
2,BLUE,356,415,231,384,422,571,224,452,574,3629
3,WHITE,340,389,189,344,402,543,202,427,513,3349
4,GOLD,317,361,115,321,380,481,145,347,472,2939
5,RED,284,302,115,250,325,429,107,311,433,2556
6,Hdcp,16,4,10,14,2,8,18,6,12,­
