,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3N,4D,4,5,4,3,5,36
1,Champion,415,427,197,435,409,549,353,238,560,3583
2,Back,391,405,168,396,375,501,328,207,536,3307
3,Regular,368,375,160,361,340,473,306,182,509,3074
4,Front,331,364,122,325,314,436,284,154,466,2796
5,Forward,257,327,122,325,314,436,284,125,353,2543
6,Hdcp,10,4,16,8,14,2,6,18,12,­
