,東　IN,10,11,12,13,14,15,16,17,18,計
0,Par,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,36
1,Black,411.0,187.0,409.0,419.0,501.0,393.0,197.0,523.0,364.0,3404
2,Blue,390.0,187.0,409.0,400.0,501.0,393.0,185.0,511.0,364.0,3340
3,White,374.0,174.0,388.0,359.0,475.0,369.0,167.0,491.0,346.0,3143
4,Red,332.0,147.0,300.0,282.0,450.0,269.0,148.0,435.0,328.0,2691
5,Hdcp,,,,,,,,,,­
