,西　IN,10,11,12,13,14,15,16,17,18,計
0,Par,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,36
1,Black,515.0,407.0,408.0,162.0,460.0,638.0,190.0,481.0,467.0,3728
2,Blue,494.0,385.0,325.0,146.0,430.0,615.0,155.0,430.0,420.0,3400
3,White,471.0,374.0,325.0,146.0,383.0,580.0,139.0,412.0,374.0,3204
4,Red,400.0,324.0,291.0,132.0,272.0,464.0,95.0,310.0,320.0,2608
5,Hdcp,,,,,,,,,,­
