,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,3N,4,4,4,4,3,5D,36
1,Back,519,387,150,310,380,361,412,230,550,3299
2,Regular,490,374,140,300,346,329,391,173,523,3066
3,Ladie's,434,339,113,264,319,270,329,126,455,2649
4,Champion,547,402,183,358,380,405,412,263,566,3516
5,Hdcp,4,10,16,2,8,14,6,12,18,­
