,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,4,3N,5,3,4,4,5D,36
1,BLACK,375,350,400,197,580,239,406,418,551,3516
2,BLUE,352,330,383,172,548,223,385,382,521,3296
3,WHITE,335,305,363,150,513,188,363,346,475,3038
4,Gold,318,279,313,141,477,164,313,339,446,2790
5,PINK,220,207,200,112,330,111,233,220,300,1933
6,RED,318,279,270,141,477,146,313,339,446,2729
7,Hdcp,5,17,15,11,3,9,1,7,13,­
