,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,3,4,4,4,4,4,3N,5D,36
1,Black,487,210,407,348,438,465,398,168,508,3429
2,Blue,465,201,392,334,417,439,378,156,494,3276
3,White,443,182,370,313,396,419,361,134,465,3083
4,Green,424,146,351,283,362,366,326,121,438,2817
5,Red,422,102,315,281,300,294,285,119,396,2514
6,Hdcp,10,16,4,14,8,2,6,18,12,­
