,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3,5,4D,4,3N,4,5,36
1,BLACK,400,360,161,569,437,410,220,429,550,3536
2,BLUE,385,328,148,560,421,367,187,410,525,3331
3,WHITE,367,310,135,515,382,350,168,367,491,3085
4,RED,336,292,121,455,331,332,149,294,436,2746
5,Hdcp,16,10,18,2,4,6,12,8,14,­
