,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,3,4,4,4D,3N,5,4,36
1,ブルー,415,526,240,391,345,444,179,555,380,3475
2,ホワイト,390,500,184,352,328,409,168,498,351,3180
3,レッド,315,418,135,281,276,324,120,430,269,2568
4,Hdcp,14,2,6,10,12,4,18,8,16,­
