,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4,3N,4,5D,3,4,5,36
1,Black,406,386,412,187,361,536,204,389,555,3436
2,Blue,390,369,400,172,344,519,182,359,538,3273
3,White,380,357,391,160,333,499,170,347,511,3148
4,Gold,356,332,323,120,320,471,140,313,475,2850
5,Red,330,332,323,120,292,471,140,250,475,2733
6,Hdcp,10,16,4,14,8,2,12,18,6,­
