,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5,4,3N,4,3,5,4D,36
1,BLACK,418,405,523,434,210,409,193,526,467,3585
2,BLUE,402,386,508,420,195,394,174,509,454,3442
3,WHITE,371,348,464,377,162,364,155,475,409,3125
4,RED,331,300,418,319,152,301,135,433,350,2739
5,Hdcp,13,3,11,1,15,5,17,9,7,­
