,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,4D,3N,4,5,4,3N,5D,36
1,Black,417,420,445,155,394,620,480,220,467,3618
2,Blue,383,362,427,155,367,548,454,185,438,3319
3,White,352,327,390,130,341,474,424,166,428,3032
4,Gold,352,295,337,130,322,457,394,154,406,2847
5,Green,258,274,238,95,270,400,310,117,400,2362
6,Red,325,274,312,100,310,444,367,154,406,2692
7,Hdcp,9,15,3,13,7,1,5,17,11,­
