,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3N,4,4,4D,3,4,5,36
1,BLUE T.,545,336,189,424,429,391,204,407,517,3442
2,WHITE T.,509,308,167,403,402,369,177,363,495,3193
3,SILVER T.,481,298,140,376,391,342,170,326,486,3010
4,RED T.,415,284,135,301,300,342,125,326,401,2629
5,Hdcp,3,9,15,1,7,13,17,11,5,­
