,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,4,3,4,4,3N,4,5D,36
1,BLACK,358,515,399,225,447,422,184,421,524,3495
2,BLUE,338,490,366,191,423,355,176,384,494,3217
3,WHITE,317,468,342,167,394,340,165,371,477,3041
4,Gold,262,433,306,135,344,329,150,344,401,2704
5,PINK,201,301,210,101,220,244,114,220,301,1912
6,RED,262,433,306,121,344,329,125,344,401,2665
7,Hdcp,6,14,8,10,2,18,12,4,16,­
