,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3N,4,4,4,4,3,5D,36
1,Blue,470,416,156,377,316,399,342,215,574,3265
2,White,420,381,116,337,281,341,331,167,489,2863
3,RED,325,261,86,256,245,286,212,123,441,2235
4,Hdcp,9,3,15,7,13,1,11,17,5,­
