,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Mananga,White,M,72,70.1,91.9,118,35.4  /  121,34.7  /  114
,Red,M,72,66.7,87.3,111,33.3  /  112,33.4  /  110
,White(w),F,72,76.5,106.4,127,38.7  /  130,37.8  /  124
,Red(w),F,72,72.5,100.1,117,36.3  /  119,36.2  /  115
Manzini,White,M,72,70.8,94.5,128,35.3  /  129,35.5  /  126
,Red,M,72,66.5,88.3,117,33.0  /  118,33.5  /  116
,White(w),F,72,77.7,111.0,141,38.8  /  139,38.9  /  143
,Red(w),F,72,72.5,103.2,130,36.0  /  127,36.5  /  133
Mbabane,White,M,73,70.9,95.1,130,35.8  /  133,35.1  /  127
,Red,M,73,66.8,89.1,120,33.8  /  125,33.0  /  115
,White(w),F,72,77.4,109.9,138,39.0  /  139,38.4  /  137
,Red(w),F,72,72.4,102.4,128,36.6  /  130,35.8  /  125
Nkonyeni,White,M,71,72.4,97.4,135,36.6  /  136,35.8  /  133
,Blue,M,71,70.4,94.9,132,35.4  /  133,35.0  /  130
,Red,M,71,66.5,89.1,122,33.6  /  124,32.9  /  119
,White(w),F,71,80.0,115.3,150,40.5  /  154,39.5  /  145
,Blue(w),F,71,76.8,110.3,142,38.7  /  146,38.1  /  138
,Red(w),F,71,72.0,102.7,131,36.5  /  135,35.5  /  126
Nkonyeni - Bushveld (1-18),White,M,71,72.4,96.8,131,36.4  /  131,36.0  /  131
,Blue,M,71,70.3,94.5,130,35.1  /  130,35.2  /  130
,Red,M,71,66.3,88.3,119,33.2  /  121,33.1  /  116
,White (w),F,71,79.3,113.0,143,39.7  /  146,39.6  /  140
,Blue (w),F,71,77.4,110.9,142,38.7  /  142,38.7  /  142
,Red (w),F,71,72.1,102.5,129,36.3  /  131,35.8  /  126
Nkonyeni - En Route 57 (10-27),White,M,72,73.8,98.7,134,36.0  /  131,37.8  /  137
,Blue,M,72,71.2,95.1,129,35.2  /  130,36.0  /  127
,Red,M,72,66.8,88.5,117,33.1  /  116,33.7  /  117
,White (w),F,72,80.9,115.4,147,39.6  /  140,41.3  /  153
,Blue (w),F,72,77.6,111.0,142,38.7  /  141,38.9  /  142
,Red (w),F,72,72.2,101.4,124,35.8  /  126,36.4  /  121
Nkonyeni - Links (19-9),White,M,71,74.1,99.3,136,37.7  /  140,36.4  /  131
,Blue,M,71,71.1,95.0,129,36.0  /  127,35.1  /  130
,Red,M,71,66.9,89.0,119,33.7  /  117,33.2  /  121
,White (w),F,71,81.0,116.2,150,41.3  /  153,39.7  /  146
,Blue (w),F,71,77.5,111.3,143,38.9  /  143,38.6  /  143
,Red (w),F,71,72.7,102.5,126,36.4  /  121,36.3  /  131
Royal Swazi Spa,White,M,72,72.5,98.0,137,35.5  /  132,37.0  /  142
,Blue,M,72,69.5,93.7,131,34.0  /  125,35.5  /  136
,Red,M,72,66.4,88.8,121,32.6  /  115,33.8  /  126
,White(w),F,72,80.2,115.9,149,39.5  /  142,40.7  /  155
,Blue(w),F,72,76.1,109.6,142,37.4  /  133,38.7  /  151
,Red(w),F,72,72.7,104.2,134,35.8  /  125,36.9  /  142
Ubombo,White,M,67,64.9,86.0,114,33.1  /  116,31.8  /  111
,Red,M,67,62.4,82.5,108,31.8  /  111,30.6  /  105
,White(w),F,67,70.2,97.0,114,35.8  /  120,34.4  /  108
,Red(w),F,67,66.9,92.0,107,34.2  /  113,32.7  /  100
Usutu,White,M,73,73.5,99.0,138,36.3  /  138,37.2  /  137
,Blue,M,72,71.6,96.8,136,35.6  /  136,36.0  /  136
,Red,M,68,67.1,89.9,123,33.4  /  124,33.7  /  122
,Blue(w),F,75,78.4,114.4,153,38.8  /  151,39.6  /  154
,Red(w),F,72,73.0,106.0,140,36.3  /  138,36.7  /  142
