,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Aspindale Sports Club,White,M,72,70.4,92.7,120,35.5  /  119,34.9  /  121
,Red,M,72,66.4,86.6,109,33.7  /  110,32.7  /  108
,White (w),F,72,77.2,109.1,136,38.8  /  137,38.4  /  134
,Red (w),F,72,72.1,101.9,127,36.7  /  130,35.4  /  123
Chapman Golf Club,Yellow,M,72,75.6,102.2,143,37.9  /  144,37.7  /  142
,White,M,72,72.4,98.1,139,36.4  /  138,36.0  /  139
,Blue,M,72,70.3,94.9,133,34.9  /  135,35.4  /  130
,Red,M,72,67.8,90.7,124,33.9  /  121,33.9  /  126
,Yellow (w),F,72,83.2,120.0,155,41.5  /  155,41.7  /  155
,White (w),F,72,79.5,114.1,147,39.9  /  147,39.6  /  147
,Blue (w),F,72,77.4,111.1,143,38.4  /  142,39.0  /  144
,Red (w),F,72,73.0,105.6,138,36.5  /  139,36.5  /  137
Falcon Golf Club,White,M,72,71.2,96.4,136,35.4  /  141,35.8  /  130
,Blue,M,72,68.6,91.8,125,33.8  /  126,34.8  /  124
,Red,M,72,65.2,85.7,111,32.5  /  112,32.7  /  109
,White (w),F,72,78.0,113.1,149,38.7  /  153,39.3  /  145
,Blue (w),F,72,74.5,106.9,138,36.5  /  138,38.0  /  137
,Red (w),F,72,69.9,100.9,132,34.5  /  135,35.4  /  128
Royal Harare,Yellow,M,72,73.8,98.4,132,36.2  /  133,37.6  /  131
,White,M,72,71.9,96.2,131,35.6  /  130,36.3  /  131
,Blue,M,72,68.6,91.0,121,34.3  /  119,34.3  /  122
,Red,M,72,66.4,88.4,118,33.4  /  118,33.0  /  118
,Green,M,72,63.7,84.1,110,31.8  /  112,31.9  /  108
,Yellow (w),F,72,81.4,116.2,148,39.8  /  146,41.6  /  149
,White (w),F,72,78.5,112.3,144,38.8  /  145,39.7  /  142
,Blue (w),F,72,74.4,105.9,134,37.2  /  135,37.2  /  132
,Red (w),F,72,72.1,102.9,131,36.1  /  132,36.0  /  129
,Green (w),F,72,68.4,97.8,125,34.2  /  126,34.2  /  124
The Brooke Golf Club,Yellow,M,72,74.1,98.1,129,37.3  /  132,36.8  /  126
,White,M,72,71.8,95.5,128,36.0  /  130,35.8  /  125
,Blue,M,72,69.8,92.3,122,34.8  /  122,35.0  /  121
,Red,M,72,67.2,88.1,113,33.3  /  108,33.9  /  117
,Yellow (w),F,72,81.1,116.4,150,41.0  /  154,40.1  /  145
,White (w),F,72,78.4,112.6,145,39.3  /  145,39.1  /  145
,Blue (w),F,72,75.8,108.9,141,37.7  /  137,38.1  /  144
,Red (w),F,72,72.9,103.8,131,36.1  /  127,36.8  /  135
The Country Club Harare,Yellow,M,72,71.9,95.5,127,36.0  /  128,35.9  /  126
,White,M,72,70.2,93.6,126,35.1  /  125,35.1  /  127
,Blue,M,72,67.2,88.1,113,33.7  /  113,33.5  /  112
,Red,M,72,65.0,85.3,110,32.8  /  112,32.2  /  107
,Yellow (w),F,72,79.2,112.3,141,39.8  /  137,39.4  /  144
,White (w),F,72,76.5,109.2,139,38.1  /  137,38.4  /  141
,Blue (w),F,72,72.7,104.0,133,36.5  /  135,36.2  /  131
,Red (w),F,72,70.4,99.4,123,35.6  /  126,34.8  /  120
Warren Hills Golf Club,White,M,72,73.6,96.4,123,36.9  /  121,36.7  /  125
,Blue,M,72,71.1,93.5,121,35.7  /  121,35.4  /  121
,Red,M,72,67.8,89.4,116,33.6  /  117,34.2  /  115
,White (w),F,72,80.7,114.0,141,40.3  /  143,40.4  /  139
,Blue (w),F,72,77.2,109.9,139,39.0  /  136,38.2  /  142
,Red (w),F,72,73.6,104.9,133,36.5  /  134,37.1  /  131
Wingate Park Golf Club,White,M,72,72.6,95.8,125,36.4  /  123,36.2  /  127
,Blue,M,72,70.3,93.2,123,35.1  /  119,35.2  /  127
,Red,M,72,67.7,89.6,118,33.9  /  116,33.8  /  119
,White (w),F,72,79.3,112.5,141,39.4  /  142,39.9  /  140
,Blue (w),F,72,77.2,109.5,137,38.4  /  136,38.8  /  138
,Red (w),F,72,73.6,103.8,128,36.7  /  128,36.9  /  128
ZRP Golf Club,White,M,72,72.3,96.7,132,35.7  /  124,36.6  /  139
,Blue,M,72,69.0,91.9,123,34.7  /  119,34.3  /  127
,Red,M,72,66.0,87.7,117,32.8  /  113,33.2  /  121
,White (w),F,72,79.9,113.0,141,39.5  /  135,40.4  /  146
,Blue (w),F,72,75.2,107.2,136,37.8  /  132,37.4  /  139
,Red (w),F,72,71.6,102.7,132,35.6  /  124,36.0  /  140
