,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Hippo Valley Golf Club,White,M,72,71.8,95.8,129,36.1  /  131,35.7  /  127
,Red,M,72,67.3,88.5,114,33.8  /  112,33.5  /  116
,White (w),F,72,78.1,111.1,140,39.4  /  140,38.7  /  140
,Red (w),F,72,72.6,103.0,129,36.3  /  126,36.3  /  131
Masvingo Golf Club,White,M,72,72.3,95.3,124,36.2  /  124,36.1  /  124
,Blue,M,72,68.4,89.9,116,34.3  /  116,34.1  /  115
,Red,M,72,64.7,84.7,108,32.7  /  111,32.0  /  104
,White (w),F,72,78.3,111.4,141,39.2  /  141,39.1  /  140
,Blue (w),F,72,73.9,104.2,129,37.0  /  131,36.9  /  126
,Red (w),F,72,69.1,97.1,119,35.0  /  122,34.1  /  115
Mtilikwe Golf Club (Renco Mine),White,M,70,68.0,92.8,134,34.2  /  132,33.8  /  135
,Red,M,70,64.6,85.4,112,32.6  /  114,32.0  /  110
,White (w),F,70,74.8,106.1,133,37.6  /  131,37.2  /  134
,Red (w),F,70,69.1,97.6,121,34.8  /  120,34.3  /  121
Triangle Golf Club,White,M,72,71.1,94.6,127,35.4  /  127,35.7  /  126
,Red,M,72,67.4,89.7,120,33.4  /  116,34.0  /  124
,White (w),F,72,77.4,110.4,140,38.7  /  138,38.7  /  142
,Red (w),F,72,73.0,103.3,129,36.3  /  128,36.7  /  129
