,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Marondera Golf Club,White,M,72,72.1,94.8,122,36.1  /  125,36.0  /  119
,Red,M,72,68.3,89.7,115,34.1  /  114,34.2  /  116
,White (w),F,72,78.5,110.8,137,39.2  /  136,39.3  /  138
,Red (w),F,72,74.2,105.0,131,37.2  /  130,37.0  /  131
Ruwa Country Club,White,M,72,71.1,93.9,123,35.8  /  122,35.3  /  124
,Blue,M,72,67.8,89.3,116,34.5  /  123,33.3  /  109
,Red,M,72,65.1,85.2,109,32.9  /  110,32.2  /  107
,White (w),F,72,77.6,109.9,137,39.2  /  139,38.4  /  135
,Blue (w),F,72,73.3,104.4,132,37.3  /  137,36.0  /  126
,Red (w),F,72,70.6,100.2,126,35.8  /  125,34.8  /  126
