,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Bulawayo Golf Club,White,M,72,71.9,96.0,130,35.9  /  127,36.0  /  132
,Blue,M,72,68.7,91.0,120,34.2  /  118,34.5  /  122
,Red,M,72,66.1,86.4,109,33.1  /  103,33.0  /  115
,White (w),F,72,78.4,113.0,147,39.3  /  147,39.1  /  147
,Blue (w),F,72,74.1,105.8,135,36.9  /  131,37.2  /  138
,Red (w),F,72,71.3,101.3,128,35.4  /  129,35.9  /  126
Elephant Hills Golf Club,White,M,72,70.3,93.7,126,35.3  /  122,35.0  /  130
,Blue,M,72,67.8,89.4,116,34.1  /  115,33.7  /  117
,Red,M,72,65.7,86.7,113,32.9  /  112,32.8  /  114
,White (w),F,72,77.1,109.8,139,38.7  /  137,38.4  /  141
,Blue (w),F,72,73.2,104.0,131,36.8  /  127,36.4  /  134
,Red (w),F,72,71.0,100.4,125,35.4  /  122,35.6  /  127
Hwange Golf Club,White,M,72,71.5,95.5,129,36.2  /  128,35.3  /  130
,Blue,M,72,68.8,91.2,121,34.6  /  123,34.2  /  118
,Red,M,72,66.5,87.5,113,33.2  /  118,33.3  /  108
,White (w),F,72,77.6,111.0,142,39.1  /  148,38.5  /  135
,Blue (w),F,72,74.8,105.5,131,37.9  /  131,36.9  /  130
,Red (w),F,72,71.4,100.9,125,36.0  /  124,35.4  /  126
