,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Aberfoyle Lodge Golf Club,White,M,68,63.0,83.2,109,31.5  /  109,31.5  /  109
,Red,M,68,59.6,76.4,90,29.8  /  90,29.8  /  90
,White (w),F,68,68.3,96.0,118,34.2  /  118,34.1  /  117
,Red (w),F,68,60.6,83.9,99,30.3  /  99,30.3  /  98
Chimanimani Golf Club,White,M,72,68.6,91.4,123,34.1  /  124,34.5  /  122
,Red,M,72,65.0,86.2,115,32.2  /  108,32.8  /  121
,White (w),F,72,74.6,107.9,141,37.2  /  140,37.4  /  142
,Red (w),F,72,70.0,100.4,129,34.5  /  125,35.5  /  133
Claremont Golf Club,White,M,72,69.8,93.3,127,35.5  /  129,34.3  /  124
,Red,M,72,66.1,87.2,114,33.0  /  114,33.1  /  113
,White (w),F,72,75.4,109.3,144,38.3  /  150,37.1  /  137
,Red (w),F,72,70.8,101.3,129,35.3  /  132,35.5  /  126
Leopard Rock Golf Club,White,M,71,71.7,96.5,134,36.0  /  141,35.7  /  126
,Blue,M,71,69.3,93.2,129,34.7  /  136,34.6  /  122
,Red,M,71,65.0,86.2,114,32.6  /  111,32.4  /  117
,White (w),F,71,78.4,112.5,145,39.7  /  151,38.7  /  138
,Blue (w),F,71,74.8,108.1,141,37.6  /  145,37.2  /  137
,Red (w),F,71,69.3,99.6,129,34.5  /  127,34.8  /  130
Troutbeck Golf Club,White,M,69,66.8,89.7,124,33.6  /  126,33.2  /  121
,Red,M,69,62.3,82.5,109,31.5  /  113,30.8  /  104
,White (w),F,69,73.0,104.5,134,36.9  /  137,36.1  /  130
,Red (w),F,69,67.0,95.1,119,34.1  /  118,32.9  /  120
