,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Cam and Motor Golf Club,White,M,72,71.5,95.0,127,35.8  /  128,35.7  /  125
,Red,M,72,68.2,90.3,119,34.0  /  118,34.2  /  119
,White (w),F,72,78.2,111.0,140,39.0  /  142,39.2  /  137
,Red (w),F,72,73.9,104.2,129,36.8  /  128,37.1  /  129
Chegutu Golf Club,White,M,72,71.8,94.2,121,35.9  /  122,35.9  /  119
,Red,M,72,66.9,88.5,116,33.8  /  116,33.1  /  116
,White (w),F,72,78.7,112.0,141,39.5  /  142,39.2  /  140
,Red (w),F,72,72.8,102.5,126,36.6  /  127,36.2  /  125
Chinhoyi Golf Club,White,M,72,72.4,95.4,124,36.4  /  122,36.0  /  126
,Red,M,72,67.2,88.5,115,34.0  /  116,33.2  /  113
,White (w),F,72,78.8,111.8,140,39.6  /  138,39.2  /  142
,Red (w),F,72,72.5,103.1,130,36.7  /  134,35.8  /  126
Kadoma Golf Club,White,M,72,72.6,96.6,129,35.7  /  126,36.9  /  132
,Red,M,72,67.0,88.2,114,33.1  /  115,33.9  /  113
,White (w),F,72,79.1,112.6,142,38.9  /  138,40.2  /  146
,Red (w),F,72,72.9,102.7,127,36.0  /  123,36.9  /  130
Mulota Hill Golf Club,Yellow,M,72,75.3,99.5,131,37.9  /  135,37.4  /  126
,White,M,72,71.7,95.7,129,35.9  /  132,35.8  /  126
,Blue,M,72,68.0,90.7,122,33.9  /  126,34.1  /  118
,Red,M,72,66.2,86.0,107,33.1  /  109,33.1  /  104
,Yellow (w),F,72,82.6,117.5,148,41.5  /  150,41.1  /  146
,White (w),F,72,79.0,112.5,142,39.6  /  144,39.4  /  140
,Blue (w),F,72,73.6,105.5,136,36.6  /  136,37.0  /  135
,Red (w),F,72,70.1,101.1,131,35.1  /  131,35.0  /  131
Norton Golf Club,White,M,72,70.3,92.4,119,34.7  /  123,35.6  /  115
,Blue,M,72,67.4,87.8,110,33.6  /  112,33.8  /  108
,Red,M,72,64.4,83.7,104,32.0  /  105,32.4  /  102
,White (w),F,72,76.5,108.0,134,37.7  /  134,38.8  /  133
,Blue (w),F,72,72.8,102.4,126,36.3  /  127,36.5  /  124
,Red (w),F,72,69.7,97.2,117,34.5  /  118,35.2  /  115
