,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3,4,4,3N,5,4,4,36
1,Back,422,523,193,396,310,209,563,337,382,3335
2,Reg.,390,496,171,379,281,184,547,317,367,3132
3,Hdcp,3,9,15,7,13,1,5,17,11,­
