,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5D,3N,4,5,4,3,4,4,36
1,Back,408,585,211,444,577,330,195,406,347,3503
2,REGULAR,383,538,155,369,525,314,160,356,323,3123
3,LADIES,302,431,122,326,444,286,126,303,290,2630
4,Hdcp,5,9,3,1,13,15,11,7,17,­
