,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3N,4,4,4,3,4,5D,36
1,黒,424,532,198,378,353,360,155,478,531,3409
2,青,407,502,177,362,349,346,149,260,498,3050
3,白,385,471,164,345,338,319,144,260,468,2894
4,金,365,444,144,325,319,285,127,216,449,2674
5,赤,327,389,121,313,273,285,127,216,422,2473
6,桃,272,298,121,243,273,285,127,216,323,2158
7,Hdcp,3,9,15,5,11,17,13,1,7,­
