,uuid,address,courseName
0,624203,京都府南丹市日吉町保野田池ヶ谷1,クラウンヒルズ京都ゴルフ倶楽部
1,621104,京都府亀岡市西別院町柚原東深谷9番地,関西カントリークラブ
2,621102,京都府木津川市加茂町高去花原7,加茂カントリークラブ
3,621102&cd=5&hl=ja&ct=clnk&gl=jp,京都府木津川市加茂町高去花原7,加茂カントリークラブ
4,621302,京都府船井郡京丹波町実勢上ノ谷4-1,グランベール京都ゴルフ倶楽部
5,621302&cd=2&hl=ja&ct=clnk&gl=jp,京都府船井郡京丹波町実勢上ノ谷4-1,グランベール京都ゴルフ倶楽部
6,625201,京都府城陽市寺田奥山1-48,東城陽ゴルフ倶楽部
7,624202,京都府亀岡市曽我部町犬飼大杉霊仙ヶ岳1,れいせんゴルフ倶楽部
8,626203,京都府船井郡京丹波町大朴皿引１,瑞穂ゴルフ倶楽部
9,621101,京都府亀岡市東別院神原,亀岡カントリークラブ
10,626202,京都府宮津市下世屋303,宮津カントリークラブ
11,626201,京都府木津川市鹿背山,美加ノ原カンツリークラブ
12,623301,京都府相楽郡南山城村大字田山谷尾112-10,月ヶ瀬カントリークラブ
13,625301,京都府福知山市字畑中194,福知山カントリー倶楽部
14,621203,京都府京都市北区上賀茂本山,京都ゴルフ倶楽部上賀茂コース
15,621205,京都府相楽郡和束町湯船字中ノ谷199,協和ゴルフクラブ
16,621201,京都府京都市左京区大原古知平町345,京都大原パブリックコース
17,621301,京都府京丹後市久美浜町湊宮,久美浜カンツリークラブ
18,623101,京都府船井郡京丹波町字上野41－6,太閤坦カントリークラブ
19,621106,京都府相楽郡笠置町笠置東山33,かさぎゴルフ倶楽部
