,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
505 SANTIAGO DEL ESTERO GOLF CLUB,Azul,M,72,72.7,97.3,133,37.0  /  136,35.7  /  129
,Blanco,M,72,71.4,95.2,128,36.4  /  132,35.0  /  124
,Rojo - Caballeros,M,72,67.7,90.1,121,34.8  /  125,32.9  /  116
,Azul - Damas,F,72,79.4,113.1,143,40.1  /  148,39.3  /  138
,Blanco - Damas,F,72,77.7,110.6,140,39.6  /  146,38.1  /  133
,Rojo,F,72,73.5,103.6,128,37.8  /  135,35.7  /  120
520 TERMAS DE RIO HONDO GOLF CLUB - 520 TERMAS DE RIO HONDO GOLF CLUB,Negro,M,72,75.2,98.0,123,37.1  /  123,38.1  /  123
,Negro 2,M,72,74.5,96.3,118,36.9  /  121,37.6  /  114
,Oro 2,M,73,73.0,95.6,122,35.8  /  116,37.2  /  127
,Oro,M,72,72.7,95.1,121,35.5  /  114,37.2  /  127
,Azul,M,72,70.2,93.3,125,34.7  /  121,35.5  /  128
,Azul 2,M,73,70.1,92.6,121,34.7  /  119,35.4  /  123
,Blanco 2,M,73,67.8,88.3,110,33.4  /  103,34.4  /  117
,Blanco,M,72,67.6,88.1,110,33.2  /  103,34.4  /  117
,Rojo - Caballeros,M,72,65.0,86.3,115,32.2  /  111,32.8  /  118
,Rojo - Caballeros 2,M,73,64.5,84.4,107,32.1  /  105,32.4  /  109
,Azul - Damas,F,72,79.7,112.4,139,39.5  /  137,40.2  /  140
,Azul - Damas 2,F,72,78.5,110.4,136,38.6  /  135,39.9  /  136
,Rojo,F,72,69.6,98.1,121,34.5  /  115,35.1  /  126
,Rojo 2,F,73,69.3,97.0,118,34.7  /  116,34.6  /  119
