,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
222 ARELAUQUEN GOLF & COUNTRY CLUB,Azul Caballeros,M,71,70.4,93.8,126,35.0  /  117,35.4  /  135
,Blanco Caballeros,M,71,68.7,92.0,125,34.3  /  119,34.4  /  131
,Amarillo Caballeros,M,71,66.4,88.6,119,33.1  /  119,33.3  /  119
,Rojo Caballeros,M,70,65.7,87.9,120,33.0  /  118,32.7  /  121
,Amarillo Damas,F,71,71.6,100.9,125,35.9  /  119,35.7  /  130
,Rojo Damas,F,71,70.0,99.8,127,35.4  /  122,34.6  /  131
227 LLAO LLAO GOLF CLUB,Azul,M,70,67.8,89.9,119,33.3  /  113,34.5  /  125
,Blanco,M,69,66.4,88.4,119,32.7  /  116,33.7  /  121
,Rojo,F,70,68.3,97.3,123,34.2  /  120,34.1  /  126
236 GOLF CLUB GENERAL ROCA,Azul,M,72,70.2,92.5,120,34.9  /  117,35.3  /  123
,Blanco,M,72,68.1,89.7,116,34.2  /  114,33.9  /  118
,Rojo,F,72,69.7,96.9,116,35.3  /  117,34.4  /  114
246 CLUB DE GOLF LA COMARCA DE RÍO NEGRO,Azul,M,70,68.5,89.5,113,33.7  /  109,34.8  /  117
,Rojo,F,70,71.8,98.9,115,35.1  /  110,36.7  /  120
