,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
403 CORDOBA GOLF CLUB,NEGRO,M,72,73.3,97.0,128,36.0  /  128,37.3  /  127
,AZUL,M,72,71.4,94.8,126,34.9  /  125,36.5  /  127
,BLANCO,M,72,69.4,92.1,123,34.2  /  124,35.2  /  121
,Rojo,F,72,72.6,102.5,127,35.7  /  123,36.9  /  131
405 GOLF CLUB YACANTO,Azul,M,70,66.4,90.2,128,33.2  /  128,33.2  /  128
,Rojo,F,70,65.8,93.6,118,32.9  /  118,32.9  /  118
406 RIO CUARTO GOLF CLUB,Negro,M,72,72.8,97.3,132,36.1  /  131,36.7  /  132
,Azul,M,72,71.5,96.2,133,35.5  /  133,36.0  /  132
,Blanco,M,72,70.2,94.0,128,34.7  /  130,35.5  /  126
,Rojo,F,72,73.1,103.6,130,36.0  /  125,37.1  /  134
408 VILLA MARIA GOLF CLUB,Negro,M,71,70.8,95.0,131,35.3  /  126,35.5  /  135
,Amarillo,M,71,70.2,94.1,129,35.3  /  126,34.9  /  131
,Blanco,M,71,66.9,90.0,125,33.4  /  122,33.5  /  127
,Rojo,F,71,69.6,98.5,123,34.9  /  117,34.7  /  128
409 BELL VILLE GOLF CLUB,Blanco - Azul,M,69,68.4,90.2,118,34.3  /  114,34.1  /  121
,Rojo - Amarillo,F,69,68.6,96.2,117,34.5  /  118,34.1  /  116
410 ALTA GRACIA GOLF CLUB,Negro,M,72,73.7,97.9,130,36.4  /  132,37.3  /  128
,Blanco,M,72,71.4,94.5,125,35.5  /  122,35.9  /  127
,Amarillo,M,72,69.6,93.0,126,34.6  /  127,35.0  /  125
,Rojo,F,72,73.9,103.8,127,37.1  /  123,36.8  /  131
411 CIRCULO DE LA FUERZA AEREA,Azul,M,71,72.6,96.3,128,35.9  /  129,36.7  /  126
,Blanco,M,71,70.4,94.4,129,35.4  /  127,35.0  /  131
,Rojo,F,71,71.3,101.6,129,35.5  /  127,35.8  /  130
412 JOCKEY CLUB DE SAN FRANCISCO,Azul,M,71,70.0,92.7,123,35.3  /  122,34.7  /  123
,Blanco,M,71,68.9,91.9,124,34.8  /  124,34.1  /  124
,Rojo,F,71,69.6,97.4,118,35.1  /  119,34.5  /  117
413 LA CUMBRE GOLF CLUB,Azul,M,70,67.8,89.3,116,34.6  /  122,33.2  /  110
,Blanco,M,70,66.9,88.4,116,34.2  /  117,32.7  /  114
,Rojo,F,70,69.5,98.7,124,35.6  /  128,33.9  /  120
416 CLUB A. B. Y M. ARGENTINO,Blanco,M,70,67.0,89.7,122,33.5  /  118,33.5  /  126
,Rojo,F,70,68.6,95.3,114,34.4  /  114,34.2  /  113
417 CLUB A. B. Y M. SAN MARTIN,Azul,M,72,71.5,93.8,120,35.8  /  118,35.7  /  122
,Rojo,F,72,71.7,99.4,118,35.7  /  117,36.0  /  118
418 SAN MIGUEL GOLF HOTEL,Azul,M,72,71.0,94.8,128,35.6  /  130,35.4  /  126
,Blanco,M,71,69.0,92.2,125,34.4  /  125,34.6  /  125
,Rojo,F,71,70.0,98.7,122,34.7  /  118,35.3  /  126
419 JOCKEY CLUB DE CORDOBA,Negro,M,72,74.0,98.5,132,36.5  /  130,37.5  /  133
,Azul,M,72,73.7,97.9,130,36.5  /  130,37.2  /  130
,Blanco,M,72,71.6,96.3,133,35.7  /  133,35.9  /  132
,Amarillo,M,72,69.9,93.5,127,34.7  /  122,35.2  /  132
,Rojo,F,72,73.7,103.1,125,36.5  /  124,37.2  /  126
422 COUNTRY GOLF CARLOS PAZ,Azul,M,70,70.2,94.0,128,35.1  /  123,35.1  /  133
,Blanco,M,71,68.4,91.5,125,33.9  /  122,34.5  /  127
,Rojo,F,70,70.4,98.8,121,35.3  /  118,35.1  /  123
423 LAS DELICIAS S.A.,Azul,M,71,73.0,96.2,125,36.4  /  127,36.6  /  123
,Azul (copy),M,71,73.0,96.2,125,36.4  /  127,36.6  /  123
,Blanco,M,71,71.5,94.4,124,35.8  /  126,35.7  /  121
,Blanco (copy),M,71,71.5,94.4,124,35.8  /  126,35.7  /  121
,Amarillo,M,71,69.0,91.6,122,34.4  /  127,34.6  /  116
,Amarillo (copy),M,71,69.0,91.6,122,34.4  /  127,34.6  /  116
,Rojo,F,71,73.5,103.2,126,37.0  /  126,36.5  /  126
,Rojo (copy),F,71,73.5,103.1,126,37.0  /  125,36.5  /  126
424 LOMAS DE LA CAROLINA,Azul,M,72,70.5,95.5,135,35.2  /  137,35.3  /  132
,Rojo,F,72,72.9,104.3,134,36.3  /  136,36.6  /  131
425 EL POTRERILLO DE LARRETA C. CLUB,Negro,M,72,74.5,98.6,130,36.6  /  126,37.9  /  133
,Azul,M,72,70.7,93.6,124,34.8  /  122,35.9  /  125
,Blanco,M,72,68.6,90.9,120,34.0  /  115,34.6  /  125
,Amarillo,M,72,66.8,89.2,121,33.0  /  117,33.8  /  124
,Amarillo - Damas,F,72,72.7,102.5,127,35.9  /  122,36.8  /  131
,Rojo,F,72,69.3,97.3,119,34.6  /  119,34.7  /  119
427 SPORTING CLUB,Azul - Ida,M,35,34.2,46.6,133,34.2  /  133,/
,Azul - Vta.,M,35,34.0,46.1,130,34.0  /  130,/
,Rojo,F,35,34.7,49.7,127,34.7  /  127,/
430 LA POSTA GOLF CLUB,Blanco - Azul,M,70,71.8,94.1,120,35.7  /  115,36.1  /  125
,Rojo - Amarillo,F,71,72.9,102.5,126,36.1  /  122,36.8  /  129
432 CLUB VELOCIDAD,Rojo - Azul,M,72,69.4,91.9,121,34.7  /  118,34.7  /  124
,Amarillo,F,72,72.3,101.9,126,36.0  /  124,36.3  /  127
433 CHAMPAQUI GOLF,Azul,M,35,35.6,47.4,127,35.6  /  127,/
,Amarillo,M,35,34.8,46.4,125,34.8  /  125,/
,Rojo,F,35,35.9,50.4,123,35.9  /  123,/
435 LOS EUCALIPTUS CAMPO DE GOLF,Azul,M,71,67.6,90.2,122,33.9  /  122,33.7  /  122
,Rojo,F,71,70.1,98.3,120,34.8  /  118,35.3  /  121
436 SAN ESTEBAN COUNTRY S. A.,Azul,M,70,69.6,92.4,123,34.9  /  117,34.7  /  128
,Rojo,F,71,71.8,101.9,128,35.7  /  126,36.1  /  130
438 LA CASCADA CLUB RESIDENCIAL,Azul,M,72,70.9,94.6,128,35.5  /  124,35.4  /  131
,Rojo,F,72,72.0,100.4,120,36.0  /  120,36.0  /  120
442 JOCKEY CLUB MORTEROS,Azul / Blanco,M,72,68.9,91.7,123,34.5  /  124,34.4  /  122
,Rojo,F,72,74.6,104.6,127,37.3  /  127,37.3  /  127
444 VALLE DEL GOLF,Dorado,M,72,75.8,99.5,128,38.7  /  135,37.1  /  121
,Negro,M,72,74.0,99.0,135,37.4  /  137,36.6  /  132
,Azul,M,72,71.7,96.0,131,36.6  /  130,35.1  /  131
,Blanco,M,72,69.4,93.4,129,34.9  /  132,34.5  /  126
,Rojo,F,72,70.5,99.6,124,35.6  /  126,34.9  /  121
445 BARRANCAS COUNTRY GOLF RESORT,Azul / Blanco,M,71,67.4,89.2,117,34.2  /  119,33.2  /  115
,Rojo,F,71,68.5,96.0,117,34.1  /  116,34.4  /  117
"446 PUEBLO NATIVO RESORT, GOLF, SPA",Negro,M,71,71.7,96.2,132,35.4  /  130,36.3  /  133
,Blanco,M,71,67.0,89.8,123,33.3  /  117,33.7  /  128
,Rojo,F,72,69.0,98.2,124,34.5  /  124,34.5  /  124
447 LA MELINCA GOLF,Azul / Blanco,M,68,64.5,85.6,114,32.7  /  116,31.8  /  111
,Rojo,F,68,67.6,93.9,112,34.2  /  114,33.4  /  109
449 PUEBLO ESTANCIA LA PAZ,Dorado,M,72,75.3,99.5,130,37.5  /  129,37.8  /  131
,Negro,M,72,74.0,98.1,130,36.8  /  129,37.2  /  130
,Azul,M,72,73.2,97.3,130,36.5  /  131,36.7  /  128
,Blanco,M,72,69.8,93.0,125,34.9  /  128,34.9  /  122
,Verde,F,72,72.1,100.8,122,36.5  /  125,35.6  /  119
450 EL TERRON GOLF CLUB - 450 ELTERRON GOLF CLUB,Dorado,M,72,74.3,99.2,134,36.8  /  131,37.5  /  137
,Negro,M,72,72.4,97.0,132,35.9  /  131,36.5  /  133
,Azul,M,72,70.5,94.2,128,35.0  /  126,35.5  /  129
,Blanco,M,72,67.2,88.6,115,33.3  /  113,33.9  /  117
,Rojo Caballeros,M,72,64.4,84.7,109,32.2  /  105,32.2  /  113
,Blanco Damas,F,72,72.8,102.9,128,35.8  /  126,37.0  /  130
,Rojo,F,72,69.4,96.7,116,34.5  /  114,34.9  /  117
913 POSADA DEL SOL CLUB DE GOLF & RESORT - 913 POSADA DEL SOL CLUB DE GOLF & RESORT (Corta),Azul,M,56,51.6,67.8,87,26.1  /  87,25.5  /  87
,Rojo,F,56,53.9,73.9,85,27.3  /  85,26.6  /  85
913 POSADA DEL SOL CLUB DE GOLF & RESORT - 913 POSADA DEL SOL CLUB DE GOLF & RESORT (Larga),Azul,M,56,51.8,68.1,88,26.0  /  87,25.8  /  88
,Rojo,F,56,54.2,74.1,85,27.3  /  85,26.9  /  84
943 LA MERCED GOLF CLUB,Azul - Blanco,M,61,58.2,76.2,97,29.3  /  99,28.9  /  95
,Rojo,F,61,58.4,80.2,93,29.5  /  98,28.9  /  87
951 AERO CLUB LAS VARILLAS,Negro,M,54,51.7,66.1,78,25.9  /  79,25.8  /  76
,Amarillo,M,54,50.5,64.7,76,25.4  /  77,25.1  /  75
,Rojo,F,54,52.3,70.5,77,26.4  /  78,25.9  /  76
956 JOCKEY CLUB MORTEROS,Azul,M,56,51.0,64.8,74,25.4  /  74,25.6  /  74
,Rojo,F,56,53.3,71.4,77,26.6  /  78,26.7  /  75
