,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
902 CLUB CIUDAD DE BUENOS AIRES,Azul,M,54,49.3,63.7,77,24.6  /  77,24.7  /  77
,Rojo,F,54,50.3,66.3,68,25.1  /  68,25.2  /  68
,Blanco Damas,F,54,50.1,67.3,73,25.0  /  73,25.1  /  73
