,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
402 CLUB DE CAMPO MENDOZA,Azul,M,72,71.6,95.3,128,36.0  /  127,35.6  /  128
,Blanco,M,72,69.5,92.1,122,35.0  /  121,34.5  /  123
,Rojo Caballeros,M,72,66.9,88.6,117,33.7  /  116,33.2  /  117
,Rojo,F,72,72.5,102.4,127,36.6  /  126,35.9  /  128
404 GOLF CLUB ANDINO,Azul Caballeros,M,70,68.8,91.6,123,34.1  /  119,34.7  /  126
,Blanco Caballeros,M,70,66.9,88.4,116,33.1  /  113,33.8  /  118
,Rojo Caballeros,M,70,66.4,87.6,114,32.9  /  110,33.5  /  118
,Amarillo Caballeros,M,70,65.4,87.9,121,32.6  /  119,32.8  /  123
,Azul Damas,F,70,74.3,105.9,134,36.6  /  131,37.7  /  137
,Rojo Damas,F,70,71.8,103.1,133,35.4  /  131,36.4  /  135
,Blanco Damas,F,70,71.8,102.3,130,35.5  /  128,36.3  /  131
,Amarillo - Damas,F,70,70.0,100.5,130,34.9  /  128,35.1  /  131
421 NEVADO GOLF CLUB,Azul,M,72,71.9,96.1,130,35.9  /  133,36.0  /  127
,Rojo,F,72,72.6,103.2,130,36.4  /  130,36.2  /  130
431 LA VACHERIE COUNTRY GOLF,Azul,M,72,69.8,92.4,122,35.0  /  121,34.8  /  123
,Blanco,M,72,67.1,88.7,116,33.9  /  117,33.2  /  115
,Rojo,F,72,70.3,99.8,125,35.2  /  127,35.1  /  123
434 VIÑAS DEL GOLF,Negro,M,72,73.5,96.6,125,36.8  /  125,36.7  /  124
,Azul,M,72,71.2,93.6,121,35.5  /  125,35.7  /  116
,Blanco,M,72,66.2,86.7,111,33.1  /  111,33.1  /  110
,Rojo,F,72,70.0,97.6,117,35.0  /  117,35.0  /  117
451 MENDOZA NORTE COUNTRY CLUB,Negro,M,70,70.2,91.0,112,35.1  /  112,35.1  /  112
,Azul,M,68,68.0,87.6,106,34.1  /  107,33.9  /  104
,Blanco,M,68,65.8,85.6,107,32.9  /  107,32.9  /  107
,Rojo,F,70,67.6,93.0,108,33.8  /  108,33.8  /  108
