,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
504 SALTA POLO CLUB,Azul Caballeros,M,71,71.4,96.3,134,36.0  /  141,35.4  /  127
,Blanco Caballeros,M,71,69.7,93.3,127,35.1  /  132,34.6  /  122
,Rojo - Caballeros,M,71,65.0,87.0,119,32.9  /  125,32.1  /  112
,Azul - Damas,F,71,78.5,114.9,152,39.7  /  155,38.8  /  149
,Blanco - Damas,F,71,76.4,111.4,149,38.7  /  153,37.7  /  144
,Rojo Damas,F,71,70.5,101.0,129,35.8  /  137,34.7  /  121
511 ALTO VERDE GOLF CLUB,Azul,M,72,73.3,97.7,131,36.7  /  133,36.6  /  129
,Rojo - Caballeros,M,72,67.6,90.3,123,33.8  /  123,33.8  /  122
,Azul - Damas,F,73,79.9,113.5,142,40.0  /  142,39.9  /  142
,Rojo,F,73,72.8,102.9,128,36.4  /  128,36.4  /  127
512 JOCKEY CLUB DE SALTA,Azul,M,70,67.2,87.5,109,34.2  /  118,33.0  /  100
,Azul - 2020,M,70,67.2,87.5,109,33.0  /  100,34.2  /  118
,Blanco,M,70,64.8,84.2,105,33.0  /  114,31.8  /  95
,Blanco - 2020,M,70,64.8,84.2,105,31.8  /  95,33.0  /  114
,Rojo - Caballeros,M,70,62.2,80.7,100,31.8  /  108,30.4  /  91
,Rojo Caballeros - 2020,M,70,62.2,80.7,100,30.4  /  91,31.8  /  108
,Azul - Damas,F,70,73.8,105.5,134,37.9  /  142,35.9  /  126
,Azul Damas - 2020,F,70,73.8,105.5,134,35.9  /  126,37.9  /  142
,Blanco - Damas,F,70,70.3,101.0,131,36.0  /  136,34.3  /  125
,Blanco Damas - 2020,F,70,70.3,101.0,131,34.3  /  125,36.0  /  136
,Rojo,F,70,66.9,95.0,119,34.2  /  127,32.7  /  111
,Rojo Damas - 2020,F,70,66.9,95.0,119,32.7  /  111,34.2  /  127
514 ROSARIO DE LA FRONTERA GOLF CLUB,Azul,M,70,69.9,94.3,131,35.0  /  131,34.9  /  131
,Rojo - Caballeros,M,70,66.0,89.1,125,33.0  /  125,33.0  /  124
,Azul - Damas,F,70,75.2,108.6,142,37.6  /  142,37.6  /  142
,Rojo,F,70,70.2,102.2,136,35.1  /  136,35.1  /  136
515 LA LOMA GOLF CLUB,Blanco,M,72,70.4,94.4,129,35.2  /  128,35.2  /  130
,Azul,M,72,70.0,93.8,128,34.8  /  127,35.2  /  129
,Rojo - Caballeros,M,72,69.6,93.2,127,34.8  /  127,34.8  /  127
,Blanco - Damas,F,72,77.0,110.6,142,38.5  /  142,38.5  /  142
,Azul - Damas,F,72,76.2,109.1,140,37.7  /  141,38.5  /  138
,Rojo,F,72,75.4,108.5,141,37.7  /  141,37.7  /  140
516 MONASTERIO GOLF CLUB,Azul,M,72,75.4,101.0,138,37.7  /  138,37.7  /  138
,Blanco,M,72,72.8,97.4,132,36.4  /  132,36.4  /  132
,Rojo - Caballeros,M,72,68.0,92.2,130,34.0  /  130,34.0  /  130
,Azul - Damas,F,72,82.2,117.2,148,41.1  /  148,41.1  /  148
,Blanco - Damas,F,72,79.8,115.1,150,39.9  /  150,39.9  /  149
,Rojo,F,72,73.4,104.6,132,36.7  /  132,36.7  /  132
517 ESTANCIAS DE CAFAYATE,Negro Caballeros,M,72,75.6,99.9,131,37.4  /  130,38.2  /  131
,Dorado - Caballeros,M,72,70.4,93.2,123,34.9  /  118,35.5  /  127
,Azul Caballeros,M,72,68.4,91.0,122,34.0  /  116,34.4  /  127
,Blanco Caballeros,M,72,65.6,85.8,109,32.6  /  107,33.0  /  111
,Verde Caballeros,M,72,63.2,82.1,102,31.7  /  102,31.5  /  101
,Azul - Damas,F,72,74.0,106.2,137,36.6  /  134,37.4  /  139
,Blanco - Damas,F,72,70.4,100.5,128,35.0  /  129,35.4  /  126
,Verde - Damas,F,72,67.3,96.5,124,33.9  /  125,33.4  /  123
