,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
216 CUMELEN COUNTRY CLUB,Rojo,M,68,67.2,88.8,116,33.6  /  116,33.6  /  116
,Verde,F,70,69.8,98.0,120,34.9  /  120,34.9  /  120
221 ARROYITO COUNTRY CLUB,Azul,M,72,71.1,94.7,127,35.7  /  126,35.4  /  128
,Blanco,M,72,70.1,92.5,121,35.0  /  121,35.1  /  121
,Rojo,F,72,71.7,101.1,125,35.4  /  125,36.3  /  125
228 COMAHUE GOLF CLUB,Azul,M,70,70.3,92.1,117,36.2  /  118,34.1  /  116
,Blanco,M,70,69.2,90.6,116,35.7  /  122,33.5  /  109
,Rojo,F,70,71.9,100.8,123,37.1  /  120,34.8  /  125
254 CHAPELCO GOLF CLUB,Amarillo Caballeros,M,72,72.9,97.8,134,36.6  /  140,36.3  /  128
,Azul Caballeros,M,72,71.6,97.0,137,36.2  /  137,35.4  /  137
,Blanco Caballeros,M,72,68.9,92.3,126,34.9  /  130,34.0  /  122
,Verde Caballeros,M,72,66.4,89.0,122,33.6  /  125,32.8  /  118
,Rojo Caballeros,M,72,64.7,85.5,112,32.8  /  115,31.9  /  109
,Azul Damas,F,72,78.1,112.2,145,39.4  /  141,38.7  /  148
,Blanco Damas,F,72,74.6,106.5,136,37.8  /  137,36.8  /  134
,Verde Damas,F,72,71.8,101.9,128,36.5  /  130,35.3  /  126
,Rojo Damas,F,72,68.8,97.9,123,34.9  /  126,33.9  /  120
260 LOS CANALES DE PLOTIER,Azul,M,72,72.5,97.3,133,36.5  /  133,36.0  /  133
,Blanco,M,72,69.3,93.1,128,34.6  /  129,34.7  /  127
,Rojo,F,71,72.3,102.9,130,36.2  /  126,36.1  /  134
261 SAN MARTIN DE LOS ANDES GOLF CLUB,Azul,M,70,67.3,90.7,126,33.7  /  124,33.6  /  128
,Rojo,F,70,66.9,96.7,127,33.4  /  127,33.5  /  126
