,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5D,4,4,4,5,3N,4,3N,4,36
1,Back,524,421,393,417,459,183,370,181,346,3294
2,Reg.,465,405,373,398,439,149,335,155,330,3049
3,Hdcp,9,11,5,3,1,17,7,15,13,­
