,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,4,4,3N,5,3,5D,3,36
1,Back,484,314,428,387,145,490,176,481,156,3061
2,Regular,471,300,420,373,137,480,166,471,145,2963
3,Front,471,285,380,332,115,470,166,455,132,2806
4,Gold,453,218,370,185,107,465,150,413,109,2470
5,Ladies,453,218,208,185,83,465,85,413,109,2219
6,Hdcp,10,12,2,6,16,4,14,8,18,­
