,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,4,3N,5D,3,4,4,5,36
1,Back,384,424,446,178,502,200,396,334,477,3341
2,Regular,355,411,435,161,490,186,387,325,462,3212
3,Front,324,394,424,140,479,175,376,331,445,3088
4,Gold,302,312,397,140,467,164,226,313,390,2711
5,Ladies,302,312,397,140,405,153,226,313,390,2638
6,Hdcp,9,5,1,15,7,17,3,13,11,­
