,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5,4,5,3,3N,4,3,35
1,Back,240,337,517,247,424,130,175,252,170,2492
2,Front,228,282,506,235,410,115,154,226,146,2302
3,Ladies,223,282,435,230,358,112,154,200,146,2140
4,Hdcp,13,7,3,9,1,15,17,5,11,­
