,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,4,4,3N,5,4,5,4,36
1,Back,405,174,369,363,177,569,321,555,406,3339
2,Reg.,393,155,361,327,164,557,311,549,391,3208
3,Hdcp,3,17,7,13,5,11,15,1,9,­
