,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4,3,4,3N,5,4,4D,36
1,Back,409,512,340,216,340,190,493,321,385,3206
2,Reg.,385,487,315,199,319,175,473,302,362,3017
3,Hdcp,9,1,3,13,11,15,5,17,7,­
