,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4D,5,3N,4,4,3,5,36
1,Back,355,361,349,549,170,440,373,212,589,3398
2,Regular,345,352,333,538,134,419,366,192,574,3253
3,Ladies,240,274,300,460,115,244,297,154,463,2547
4,Hdcp,2,12,10,4,16,6,18,14,8,­
