,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4D,3N,4,4,3,5,4,4,36
1,Back,520,418,218,438,401,215,546,404,434,3594
2,Regular,510,387,195,379,386,190,529,397,424,3397
3,Front,487,375,169,320,335,165,507,380,410,3148
4,Ladies,389,357,147,306,276,135,392,265,258,2525
5,Hdcp,17,3,7,1,15,9,5,13,11,­
