,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3N,5,4,4,4D,3,4,36
1,Back,560,363,150,532,400,296,364,173,364,3202
2,REGULAR,541,346,136,508,386,288,348,156,342,3051
3,FRONT,504,333,128,491,359,272,336,143,324,2890
4,LADIES,469,317,118,420,230,217,250,129,311,2461
5,Hdcp,7,9,17,5,1,15,3,11,13,­
