,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3N,4,5,4D,4,3,5,4,36
1,Black,391,196,385,568,369,458,202,566,398,3533
2,Blue,363,174,375,551,349,445,188,506,371,3322
3,White,338,140,355,532,328,428,166,490,349,3126
4,Red,269,108,332,439,300,316,145,460,305,2674
5,Hdcp,13,17,9,6,11,1,15,5,7,­
