,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5D,3N,4,5,4,3,4,4,36
1,Back,319,551,185,445,520,325,209,365,426,3345
2,Regular,308,524,170,431,480,317,190,350,401,3171
3,Front,291,502,155,405,465,300,180,335,376,3009
4,Ladies,278,417,130,360,402,300,165,323,354,2729
5,Hdcp,15,5,17,1,7,13,9,11,3,­
