,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3,5D,4,4,3N,4,5,36
1,Back,433,369,197,514,426,432,158,423,543,3495
2,Reg,396,357,178,497,416,406,147,394,517,3308
3,Front,367,336,158,475,407,377,136,354,493,3103
4,Gold,341,325,141,469,302,334,122,333,454,2821
5,Ladies,341,325,141,379,302,334,122,293,419,2656
6,Hdcp,4,14,16,8,10,2,18,6,12,­
