,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
CLUB DE GOLF SANTA ANITA - SANTA ANITA,AZULES,M,72,73.1,99.0,140,36.8  /  142,36.3  /  137
,BLANCAS,M,72,71.6,97.0,137,36.1  /  136,35.5  /  138
,DORADAS,M,72,69.2,94.2,135,34.4  /  132,34.8  /  137
,PLATEADAS,M,72,66.2,88.2,119,33.0  /  114,33.2  /  123
,ROJAS,F,72,71.6,103.8,137,35.7  /  138,35.9  /  135
,ROSAS,F,72,67.8,98.1,129,33.6  /  130,34.2  /  127
CLUB DE GOLF VALLE IMPERIAL - VALLE IMPERIAL,NEGRAS,M,72,75.2,102.0,144,37.6  /  144,37.6  /  144
,AZULES,M,72,74.4,99.8,137,37.2  /  137,37.2  /  137
,BLANCAS,M,72,72.6,96.8,130,36.3  /  130,36.3  /  130
,DORADAS,M,70,69.8,93.2,126,34.9  /  126,34.9  /  126
,ROJAS,F,72,73.2,105.6,137,36.6  /  137,36.6  /  137
COUNTRY CLUB DE CHAPALA - CHAPALA,AZULES,M,71,71.3,96.6,136,35.7  /  141,35.6  /  131
,BLANCAS,M,72,67.4,91.5,130,33.2  /  129,34.2  /  130
,ROJAS,F,72,71.0,102.0,132,35.6  /  134,35.4  /  129
,AMARILLAS,F,72,66.5,95.3,123,33.5  /  120,33.0  /  125
EL CIELO COUNTRY CLUB - EL CIELO,AZULES,M,72,71.8,96.3,132,37.1  /  137,34.7  /  127
,BLANCAS,M,72,70.3,94.7,130,36.4  /  136,33.9  /  124
,DORADAS,M,68,65.1,86.3,114,33.8  /  118,31.3  /  110
,BLANCAS,F,75,76.4,110.8,145,39.7  /  155,36.7  /  135
,ROJAS,F,68,66.3,95.4,124,34.8  /  130,31.5  /  117
EL RIO COUNTRY CLUB - EL RIO,NEGRAS,M,72,75.8,102.7,145,37.9  /  149,38.0  /  139
,AZULES,M,72,73.0,99.4,142,36.4  /  146,36.6  /  138
,BLANCAS,M,72,72.0,97.7,138,36.3  /  135,35.8  /  141
,AMARILLAS,M,72,69.9,94.0,130,34.8  /  132,35.1  /  127
,BLANCAS,F,72,77.5,113.1,151,38.7  /  150,38.8  /  152
,ROJAS,F,72,71.1,102.5,133,36.1  /  135,35.0  /  131
GUADALAJARA COUNTRY CLUB - GUADALAJARA,AZULES,M,72,73.5,99.9,142,36.7  /  143,36.8  /  141
,BLANCAS,M,72,70.7,96.2,138,35.2  /  137,35.5  /  138
,DORADAS,M,72,68.4,92.3,129,34.3  /  129,34.1  /  128
,ROJAS,M,72,65.9,87.7,117,32.8  /  116,33.1  /  118
,VERDES,M,72,63.2,84.3,114,31.4  /  110,31.8  /  117
,AZULES,F,72,81.3,118.5,155,40.6  /  155,40.7  /  155
,BLANCAS,F,72,77.4,113.7,154,38.6  /  152,38.8  /  155
,DORADAS,F,72,74.2,108.7,146,37.1  /  150,37.1  /  142
,ROJAS,F,72,71.1,103.7,138,35.4  /  138,35.7  /  138
,VERDES,F,72,67.7,98.3,130,33.6  /  128,34.1  /  131
LAS CAÑADAS COUNTRY CLUB - LAS CAÑADAS,AZULES,M,72,72.0,98.0,140,36.1  /  143,35.9  /  137
,BLANCAS,M,72,70.0,95.3,136,35.3  /  139,34.7  /  133
,DORADAS,M,71,66.6,89.4,123,33.9  /  127,32.7  /  118
,ROJAS,F,72,70.1,101.5,133,35.8  /  142,34.3  /  124
MARINA VALLARTA CLUB DE GOLF - MARINA VALLARTA,AZULES,M,71,73.1,98.6,137,37.2  /  146,35.9  /  127
,BLANCAS,M,71,70.6,94.3,127,35.9  /  136,34.7  /  118
,AMARILLAS,M,71,66.6,89.5,124,33.9  /  130,32.7  /  117
,BLANCAS,F,71,76.2,107.9,135,38.7  /  136,37.5  /  133
,ROJAS,F,71,71.6,102.0,128,36.4  /  131,35.2  /  125
