,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
CLUB CAMPESTRE DE PUEBLA - PUEBLA,NEGRAS,M,72,73.5,99.6,141,36.5  /  139,37.0  /  142
,AZULES,M,72,72.2,97.6,137,35.8  /  136,36.4  /  138
,BLANCAS,M,72,70.4,95.0,133,35.0  /  130,35.4  /  135
,DORADAS,M,72,67.4,89.9,121,33.2  /  118,34.2  /  124
,PLATEADAS,M,72,62.7,83.3,111,31.0  /  110,31.7  /  112
,BLANCAS,F,72,76.9,110.7,144,38.1  /  141,38.8  /  146
,ROJAS,F,72,70.3,101.5,133,34.6  /  128,35.7  /  137
CLUB CAMPESTRE EL CRISTO,AZULES,M,72,71.2,95.2,129,35.0  /  128,36.2  /  130
,BLANCAS,M,72,68.6,91.8,125,33.8  /  123,34.8  /  127
,DORADAS,M,72,65.9,87.6,117,32.4  /  109,33.5  /  125
,BLANCAS,F,72,75.0,107.3,137,36.9  /  136,38.1  /  138
,ROJAS,F,72,68.8,98.6,127,34.1  /  122,34.7  /  131
CLUB DE GOLF LA HUERTA,BLANCAS / AZULES,M,62,58.9,75.6,90,29.3  /  89,29.6  /  90
,ROJAS / BLANCAS,F,62,58.3,82.6,103,29.0  /  102,29.3  /  104
LA VISTA COUNTRY CLUB,NEGRAS,M,72,74.3,100.6,142,36.6  /  143,37.7  /  140
,AZULES,M,72,73.8,98.8,135,36.4  /  131,37.4  /  138
,BLANCAS,M,72,70.8,94.6,128,34.9  /  126,35.9  /  130
,DORADAS,M,72,68.4,90.8,121,34.0  /  116,34.4  /  125
,BLANCAS,F,72,77.4,113.4,153,38.1  /  151,39.3  /  154
,ROJAS,F,72,71.0,103.2,137,35.1  /  135,35.9  /  138
