,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
CLUB CAMPESTRE DE LA CIUDAD DE MEXICO - CCCM,AZULES,M,72,74.3,99.2,134,37.0  /  136,37.3  /  132
,BLANCAS,M,72,72.7,97.1,132,36.6  /  136,36.1  /  127
,DORADAS,M,72,70.1,94.0,129,35.4  /  125,34.7  /  132
,PLATEADAS,M,72,66.0,88.7,123,33.0  /  122,33.0  /  123
,BLANCAS,F,72,78.6,113.4,148,39.2  /  146,39.4  /  149
,ROJAS,F,72,73.0,105.9,140,36.4  /  137,36.6  /  142
,NARANJAS,F,72,68.3,98.2,127,33.8  /  127,34.5  /  126
CLUB DE GOLF CHAPULTEPEC - CHAPULTEPEC,NEGRAS,M,72,75.6,102.4,144,37.2  /  143,38.4  /  145
,AZULES,M,72,74.3,100.4,141,36.7  /  142,37.6  /  139
,DORADAS,M,72,71.9,97.0,135,35.8  /  132,36.1  /  138
,BLANCAS,M,72,70.2,94.6,132,34.9  /  128,35.3  /  135
,AMARILLAS,M,72,65.9,89.2,126,32.6  /  126,33.3  /  125
,PLATINO,M,72,60.2,79.6,104,30.0  /  104,30.2  /  104
,BLANCAS,F,72,77.0,112.7,152,38.2  /  151,38.8  /  152
,ROJAS,F,72,70.0,100.8,131,34.9  /  131,35.1  /  131
,PLATINO,F,72,62.1,89.5,117,30.8  /  120,31.3  /  113
CLUB DE GOLF MEXICO - MEXICO,AZULES,M,72,75.3,103.1,150,37.6  /  155,37.7  /  144
,BLANCAS,M,72,71.7,99.3,149,35.6  /  151,36.1  /  146
,DORADAS,M,72,69.4,94.1,133,34.5  /  131,34.9  /  135
,VERDES,M,72,67.4,89.3,118,33.7  /  111,33.7  /  125
,PLATEADAS,M,72,61.8,82.1,110,30.8  /  108,31.0  /  111
,BLANCAS,F,72,78.2,116.3,155,39.0  /  155,39.2  /  155
,ROJAS,F,72,73.2,105.9,139,36.6  /  136,36.6  /  142
VIDANTA GOLF ACAPULCO - VIDANTA ACAPULCO,AZULES,M,72,69.5,92.4,123,35.2  /  131,34.3  /  116
,BLANCAS,M,72,68.2,90.1,118,34.4  /  126,33.8  /  110
,BLANCAS Damas,F,72,73.7,103.6,127,37.5  /  132,36.3  /  121
,ROJAS,F,72,70.7,99.2,121,35.8  /  126,34.8  /  116
