,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
CAMPESTRE TORREON - LA ROSITA,AZULES,M,71,72.4,96.5,130,36.2  /  129,36.2  /  130
,BLANCAS,M,71,70.7,94.4,128,35.4  /  127,35.3  /  128
,DORADAS,M,71,67.5,89.5,119,34.3  /  115,33.2  /  122
,BLANCAS,F,71,77.7,111.5,144,39.0  /  147,38.7  /  140
,ROJAS,F,71,70.4,100.2,127,35.5  /  128,34.9  /  125
CLUB CAMPESTRE DE SALTILLO - SALTILLO,AZULES,M,72,71.8,96.7,134,36.2  /  137,35.6  /  131
,BLANCAS,M,72,70.4,93.5,125,35.4  /  122,35.0  /  127
,DORADAS,M,72,67.7,89.9,120,34.1  /  116,33.6  /  123
,BLANCAS,F,72,76.0,109.0,140,37.9  /  142,38.1  /  137
,ROJAS,F,72,71.5,102.1,130,36.0  /  131,35.5  /  129
CLUB CAMPESTRE LOURDES - LOURDES,AZULES,M,72,71.0,95.2,130,35.3  /  128,35.7  /  132
,BLANCAS,M,72,69.0,92.9,129,34.2  /  126,34.8  /  131
,DORADAS,M,72,66.7,87.3,111,33.2  /  109,33.5  /  113
,ROJAS,F,72,67.2,93.5,112,33.2  /  111,34.0  /  112
CLUB DE GOLF EL SOCORRO,AZULES,M,72,70.6,94.8,130,35.3  /  130,35.4  /  130
,BLANCAS,M,72,69.0,93.1,130,34.5  /  129,34.6  /  129
,DORADAS,M,72,67.8,90.6,123,33.9  /  122,34.0  /  123
,BLANCAS,F,72,75.1,108.0,139,37.5  /  139,37.6  /  140
,ROJAS,F,72,70.5,100.7,128,35.2  /  128,35.3  /  128
CLUB DE GOLF QUINTA REAL - QUINTA REAL,AZULES,M,72,71.3,93.4,119,35.4  /  115,35.9  /  123
,BLANCAS,M,72,68.0,88.7,111,33.8  /  108,34.2  /  114
,DORADAS,M,72,65.3,85.3,108,32.2  /  111,33.1  /  104
,BLANCAS,F,73,73.5,102.5,123,36.4  /  122,37.1  /  123
,ROJAS,F,72,66.9,93.6,113,32.7  /  110,34.2  /  115
RIO GRANDE COUNTRY CLUB - RIO GRANDE,NEGRAS,M,72,74.2,98.4,130,37.1  /  130,37.1  /  130
,AZULES,M,72,71.8,95.2,126,35.9  /  126,35.9  /  126
,BLANCAS,M,72,69.8,92.4,122,34.9  /  122,34.9  /  122
,ROJAS,F,72,72.0,100.2,120,36.0  /  120,36.0  /  120
