,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
CAMPECHE COUNTRY CLUB - EL DELFIN,NEGRAS,M,72,74.7,101.4,144,37.6  /  143,37.1  /  144
,AZULES,M,72,72.6,97.6,135,36.6  /  133,36.0  /  136
,BLANCAS,M,72,70.6,94.0,126,35.7  /  129,34.9  /  123
,DORADAS,M,72,68.4,91.7,125,34.6  /  126,33.8  /  124
,BLANCAS,F,72,76.7,109.0,137,39.0  /  137,37.7  /  137
,ROJAS,F,72,69.7,98.3,122,36.2  /  126,33.5  /  117
CCC COUNTRY CLUB PLAYA PALMAS - PLAYA PALMAS,AZULES,M,70,68.6,94.0,137,34.3  /  137,34.3  /  137
,BLANCAS,M,70,67.4,90.6,125,33.7  /  125,33.7  /  125
,DORADAS,M,70,65.0,86.2,114,32.5  /  114,32.5  /  114
,ROJAS,F,70,67.6,96.2,121,33.8  /  121,33.8  /  121
