,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
CLUB CAMPESTRE DE LEON - LEON,AZULES,M,72,73.8,100.1,142,37.4  /  137,36.4  /  146
,BLANCAS,M,72,70.0,94.9,134,35.2  /  132,34.8  /  136
,DORADAS,M,72,67.7,90.9,125,34.1  /  124,33.6  /  125
,BLANCAS,F,72,76.5,111.0,146,38.6  /  146,37.9  /  146
,ROJAS,F,72,70.3,101.8,134,35.7  /  134,34.6  /  133
CLUB CAMPESTRE RIAMA - RIAMA,AZULES,M,66,63.4,85.0,116,31.7  /  116,31.7  /  116
,BLANCAS,M,66,62.4,83.2,112,31.2  /  112,31.2  /  112
,DORADAS,M,66,60.2,79.8,105,30.1  /  105,30.1  /  105
,ROJAS,F,66,61.8,87.8,110,30.9  /  110,30.9  /  110
CLUB DE GOLF LA HACIENDA DE LEON - LA HACIENDA DE LEON,AZULES,M,72,71.8,96.3,132,35.9  /  138,35.9  /  126
,BLANCAS,M,72,68.6,91.3,122,34.3  /  127,34.3  /  117
,DORADAS,M,72,64.7,86.0,115,32.4  /  116,32.3  /  114
,ROJAS,F,72,68.2,97.8,126,34.0  /  129,34.2  /  122
CLUB DE GOLF LOS NARANJOS - LOS NARANJOS,AZULES,M,72,72.6,96.4,128,36.3  /  128,36.3  /  128
,BLANCAS,M,72,69.4,92.0,122,34.7  /  122,34.7  /  122
,AMARILLAS,M,72,67.4,89.6,119,33.7  /  119,33.7  /  119
,ROJAS,F,72,70.2,100.2,127,35.1  /  127,35.1  /  127
CLUB DE GOLF MALANQUIN - MALANQUIN,AZULES,M,72,74.7,100.8,142,37.8  /  142,36.9  /  141
,BLANCAS,M,72,70.9,95.4,133,35.5  /  130,35.4  /  136
,DORADAS,M,72,66.3,90.0,128,32.9  /  129,33.4  /  127
,ROJAS,F,72,68.8,98.8,128,33.9  /  129,34.9  /  127
