,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
CENTRO ASTURIANO DE MEXICO - PRINCIPADO,AZULES,M,72,76.7,103.7,145,38.2  /  144,38.5  /  146
,BLANCAS,M,72,72.4,98.2,139,36.3  /  138,36.1  /  140
,AMARILLAS,M,72,69.6,94.9,137,34.9  /  138,34.7  /  135
,PLATEADAS,M,72,63.5,85.0,116,30.9  /  116,32.6  /  115
,ROJAS,F,72,71.9,104.0,136,35.8  /  133,36.1  /  139
CLUB CAMPESTRE LOMAS DE COCOYOC - LOMAS DE COCOYOC,AZULES,M,72,71.6,95.5,129,35.2  /  126,36.4  /  131
,BLANCAS,M,72,69.3,92.8,127,34.2  /  125,35.1  /  128
,DORADAS,M,71,67.3,89.6,120,33.3  /  117,34.0  /  123
,PLATEADAS,M,72,66.0,87.8,117,32.8  /  116,33.2  /  118
,ROJAS,F,72,69.9,99.1,124,34.7  /  126,35.2  /  122
CLUB DE GOLF DE CUERNAVACA - CUERNAVACA,AZULES,M,70,67.2,92.0,133,33.6  /  133,33.6  /  133
,BLANCAS,M,70,66.4,90.6,131,33.2  /  131,33.2  /  131
,DORADAS,M,70,66.0,90.2,130,33.0  /  130,33.0  /  130
,ROJAS,F,70,66.6,95.2,121,33.3  /  121,33.3  /  121
CLUB DE GOLF LOS TABACHINES - LOS TABACHINES,AZULES,M,72,72.6,98.9,142,35.6  /  143,37.0  /  140
,BLANCAS,M,72,69.9,94.8,134,34.4  /  132,35.5  /  136
,DORADAS,M,72,67.1,90.3,125,33.3  /  121,33.8  /  129
,ROJAS,F,72,71.5,104.0,138,35.3  /  136,36.2  /  140
SANTA FE SOCIAL GOLF CLUB - SANTA FE SOCIAL,AZULES,M,72,74.8,101.9,146,36.9  /  144,37.9  /  147
,BLANCAS,M,72,72.8,99.7,145,35.8  /  143,37.0  /  146
,DORADAS,M,72,68.5,91.8,125,33.8  /  117,34.7  /  133
,BLANCAS,F,72,79.8,114.4,147,39.2  /  145,40.6  /  148
,ROJAS,F,72,72.7,103.7,132,35.8  /  126,36.9  /  137
