,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
CLUB CAMPESTRE DE AGUASCALIENTES - AGUASCALIENTES,NEGRAS,M,72,74.7,100.4,139,37.1  /  131,37.6  /  146
,AZULES,M,72,73.1,98.6,138,36.4  /  136,36.7  /  139
,BLANCAS,M,72,70.9,96.3,137,35.3  /  135,35.6  /  139
,DORADAS,M,72,67.8,90.7,124,33.6  /  126,34.2  /  121
,BLANCAS,F,72,77.7,113.4,152,38.5  /  148,39.2  /  155
,ROJAS,F,72,70.0,101.1,132,34.5  /  137,35.5  /  126
CLUB DE GOLF PULGAS PANDAS - PULGAS PANDAS,AZULES,M,72,71.2,95.0,129,35.6  /  129,35.6  /  128
,BLANCAS,M,72,68.8,92.6,128,34.0  /  129,34.8  /  127
,DORADAS,M,70,66.2,89.3,125,33.1  /  125,33.1  /  124
,ROJAS,F,72,72.2,103.2,131,36.1  /  131,36.1  /  131
