,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
CAMPO DE GOLF ZIBATA - ZIBATA,NEGRAS,M,72,75.1,101.1,140,37.4  /  132,37.7  /  147
,AZULES,M,72,72.6,97.3,133,36.2  /  125,36.4  /  141
,BLANCAS,M,72,69.9,93.4,127,34.6  /  121,35.3  /  132
,AMARILLAS,M,72,67.9,90.7,123,33.8  /  114,34.1  /  131
,AMARILLAS,F,72,73.5,106.1,138,36.6  /  128,36.9  /  148
,ROJAS,F,72,71.4,102.9,134,35.5  /  125,35.9  /  142
CLUB DE GOLF BALVANERA - BALVANERA,AZULES,M,72,73.3,98.9,138,36.4  /  133,36.9  /  142
,BLANCAS,M,72,69.7,94.8,136,34.8  /  136,34.9  /  135
,DORADAS,M,72,68.4,91.3,124,34.4  /  124,34.0  /  123
,BLANCAS,F,72,75.8,109.9,145,38.0  /  143,37.8  /  146
,ROJAS,F,72,70.9,100.8,127,36.0  /  126,34.9  /  127
CLUB DE GOLF SAN GIL - SAN GIL,NEGRAS,M,72,73.9,99.5,138,37.2  /  138,36.7  /  138
,AZULES,M,72,73.1,98.2,135,36.5  /  137,36.6  /  133
,BLANCAS,M,72,70.6,95.1,132,35.2  /  131,35.4  /  132
,AMARILLAS,M,72,67.2,89.6,121,33.3  /  117,33.9  /  125
,ROJAS,F,72,72.3,105.6,141,35.9  /  137,36.4  /  145
GOLF JURIQUILLA,AZULES,M,72,72.3,97.7,137,36.6  /  135,35.7  /  139
,BLANCAS,M,72,69.9,93.5,127,35.5  /  127,34.4  /  126
,DORADAS,M,72,69.1,92.5,125,35.0  /  128,34.1  /  122
,ROJAS,F,72,69.3,99.3,128,34.5  /  125,34.8  /  130
