,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
CLUB CAMPESTRE DE CHIHUAHUA - CHIHUAHUA,NEGRAS,M,72,73.6,97.9,131,36.8  /  131,36.8  /  130
,AZULES,M,72,71.2,95.1,129,35.4  /  129,35.8  /  128
,BLANCAS,M,72,68.7,92.1,126,34.0  /  128,34.7  /  124
,AMARILLAS,M,72,64.1,86.1,118,32.0  /  119,32.1  /  117
,ROJAS,F,72,68.2,98.4,128,33.8  /  128,34.4  /  128
CLUB CAMPESTRE JUAREZ - SAN MARCOS,NEGRAS,M,72,74.4,99.2,134,37.1  /  129,37.3  /  138
,AZULES,M,72,72.5,96.1,127,36.0  /  123,36.5  /  131
,BLANCAS,M,72,70.6,93.8,125,35.2  /  116,35.4  /  133
,ROJAS,F,72,70.8,100.3,125,35.6  /  123,35.2  /  127
CLUB CAMPESTRE JUAREZ - SENECU,NEGRAS,M,71,73.4,97.2,128,36.2  /  128,37.2  /  128
,AZULES,M,71,71.4,94.4,124,35.4  /  125,36.0  /  123
,BLANCAS,M,71,69.7,92.2,121,34.5  /  129,35.2  /  113
,ROJAS,F,71,69.7,99.0,125,34.1  /  126,35.6  /  123
SAN FRANCISCO COUNTRY CLUB - SAN FRANCISCO,AZULES,M,72,71.6,97.3,139,35.4  /  130,36.2  /  147
,BLANCAS,M,72,69.1,93.4,131,34.8  /  125,34.3  /  137
,DORADAS,M,72,66.4,88.5,119,33.7  /  114,32.7  /  124
,ROJAS,F,72,69.8,101.5,135,35.2  /  130,34.6  /  139
