,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3,4,5,4,4,3N,4,4D,36
1,Back,560,173,384,493,317,418,164,339,411,3259
2,Reg.,517,140,359,479,296,374,130,326,394,3015
3,Hdcp,15,3,17,13,11,1,9,7,5,­
