,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5D,4,3,4,3N,4,4,5,36
1,BLUE,368,555,440,156,384,185,335,339,539,3301
2,White,337,530,409,135,376,165,289,317,528,3086
3,RED,310,483,390,127,362,159,270,299,507,2907
4,Gold,383,576,445,161,410,199,349,366,562,3451
5,Hdcp,15,3,9,13,1,7,17,11,5,­
