,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3,4,3N,5,4,4D,4,36
1,BACK,500,355,185,380,185,510,365,430,385,3295
2,FRONT,480,320,170,365,165,495,345,410,365,3115
3,LADIES,405,250,125,300,145,410,310,340,290,2575
4,Hdcp,3,9,15,7,13,1,17,5,11,­
