,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Aquarius Golf Club (1000494) - Aquarius,White,M,66,65.8,84.9,103,32.8  /  102,33.0  /  103
,Red,F,68,69.2,96.1,114,34.6  /  115,34.6  /  113
Ashford Golf Club (1000592) - Ashford,White,M,71,70.9,93.8,124,35.1  /  125,35.8  /  122
,Yellow,M,71,69.6,92.2,122,34.6  /  124,35.0  /  119
,Red 2014,F,72,72.3,101.8,125,36.6  /  130,35.7  /  120
BARNEHURST GOLF COURSE (1000965),White,M,68,65.0,85.0,108,32.5  /  108,32.5  /  108
,Yellow,M,68,63.2,81.8,100,31.6  /  100,31.6  /  100
,Red,F,70,65.6,91.8,111,32.8  /  111,32.8  /  111
Bearsted Golf Club (1001187) - Bearsted,White,M,71,71.9,96.2,131,35.9  /  125,36.0  /  137
,Yellow,M,71,70.9,94.7,129,35.4  /  121,35.5  /  136
,Green,M,71,69.1,91.6,121,34.2  /  115,34.9  /  127
,Red - 2018,F,73,74.0,105.1,132,37.1  /  128,36.9  /  136
Bexleyheath Golf Club (1001490) - Bexleyheath Golf Club,White,M,66,66.6,87.1,111,33.5  /  109,33.1  /  112
,Red,F,69,68.1,96.4,120,34.4  /  120,33.7  /  120
Birchwood Park Golf Centre (1001604) - Birchwood Park Golf Club,White,M,71,71.5,97.2,139,35.8  /  142,35.7  /  135
,Yellow,M,70,68.5,91.7,125,34.1  /  127,34.4  /  123
,Red,F,72,71.9,101.7,127,35.9  /  129,36.0  /  124
Boughton Golf Club (1001997) - Boughton Golf Club,White,M,72,71.9,94.8,124,34.3  /  118,37.6  /  129
,Yellow,M,72,70.5,93.4,124,33.6  /  117,36.9  /  130
,Red,F,74,74.0,103.8,127,37.4  /  126,36.6  /  127
Broome Park Golf Club (1002789) - Broome Park,White,M,72,72.1,95.4,126,35.0  /  125,37.1  /  126
,Yellow,M,71,70.0,93.1,125,34.0  /  125,36.0  /  124
,Red,F,73,73.9,104.4,130,36.4  /  128,37.5  /  131
Canterbury Golf Club (1003348) - Canterbury,White,M,71,71.6,96.5,134,35.4  /  126,36.2  /  142
,Yellow,M,71,70.4,95.2,134,34.9  /  124,35.5  /  143
,Blue - Men,M,67,62.4,84.3,118,31.1  /  109,31.3  /  127
