,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Barkway Park Golf Club (1000920) - Barkway Park,Black,M,74,75.8,100.2,131,38.4  /  133,37.4  /  129
,White,M,74,74.0,98.4,131,37.6  /  133,36.4  /  129
,Yellow,M,74,72.1,95.3,125,36.6  /  121,35.5  /  129
,Blue,M,74,69.9,91.7,117,35.3  /  116,34.6  /  118
,Red,M,74,68.2,89.1,113,34.1  /  109,34.1  /  116
,Blue,F,76,75.6,106.7,132,38.2  /  131,37.4  /  132
,Red,F,74,73.3,103.9,130,36.4  /  130,36.9  /  130
Brampton Park Golf Club (1002292) - Brampton Park,White,M,71,70.6,93.6,124,35.8  /  129,34.8  /  118
,Yellow,M,71,69.1,91.7,122,35.1  /  127,34.0  /  116
,Red 2019,M,68,65.9,86.3,110,33.7  /  113,32.2  /  107
,Composite White,M,36,35.9,47.6,126,35.9  /  126,/
,Composite Yellow,M,36,35.1,47.1,129,35.1  /  129,/
,Yellow,F,71,74.8,106.1,133,38.2  /  136,36.6  /  130
,Red 2019,F,71,71.5,99.9,121,36.7  /  125,34.8  /  116
,Composite Red,F,36,36.7,51.1,122,36.7  /  122,/
CAMBRIDGE COUNTRY CLUB (1002007) - CAMBRIDGE COUNTRY CLUB,White,M,72,71.9,95.3,126,35.6  /  125,36.3  /  127
,Yellow,M,72,70.0,92.2,120,34.7  /  117,35.3  /  122
,Red Men,M,68,67.1,88.7,116,33.4  /  116,33.7  /  116
,Blue,M,59,58.8,76.8,97,29.3  /  97,29.5  /  97
,Red 2019,F,73,73.1,103.2,128,36.5  /  126,36.6  /  129
,Blue - Women,F,60,59.6,83.0,100,29.8  /  96,29.8  /  103
Cambridge Meridian Golf Club (1003245) - Cambridge National Golf,White,M,73,72.4,96.0,127,35.9  /  126,36.5  /  128
,Yellow,M,73,70.0,93.0,124,34.8  /  123,35.2  /  125
,Red,F,74,72.8,102.8,128,36.3  /  124,36.5  /  131
Elton Furze Golf Club (1005928) - Elton Furze,White,M,70,70.1,94.7,132,35.0  /  131,35.1  /  133
,Yellow,M,70,68.7,92.3,127,34.3  /  125,34.4  /  129
,Red,M,69,66.5,88.9,121,33.3  /  119,33.2  /  122
,Yellow,F,72,75.0,106.5,134,37.5  /  137,37.5  /  131
,Red,F,70,72.0,102.5,129,36.0  /  131,36.0  /  127
Ely City Golf Club (1005937) - Ely City,White,M,72,72.4,96.7,131,36.1  /  132,36.3  /  129
,Yellow,M,70,71.2,95.1,129,35.7  /  129,35.5  /  128
,Red - Men,M,69,68.6,91.4,123,34.3  /  123,34.3  /  123
,Red 2017,F,73,74.7,107.3,138,37.4  /  133,37.3  /  143
Girton Golf Club (1006938) - Girton,White,M,69,69.4,91.7,120,33.7  /  115,35.7  /  125
,Yellow,M,69,68.1,90.6,121,33.1  /  113,35.0  /  129
,Red,M,71,66.4,86.9,111,32.1  /  111,34.3  /  110
,Yellow,F,69,74.3,104.9,130,35.9  /  126,38.4  /  134
,Red - 2018,F,71,71.6,102.0,129,34.5  /  125,37.1  /  133
Heydon Grange Golf And Country Club (1008301),White,M,72,70.9,93.1,120,34.8  /  115,36.1  /  124
,Yellow,M,72,69.5,91.1,116,34.2  /  114,35.3  /  118
,Red,M,69,67.1,88.2,114,32.9  /  109,34.2  /  118
,Yellow,F,74,75.7,105.8,128,37.1  /  125,38.6  /  131
,Red,F,72,72.9,101.6,122,35.9  /  122,37.0  /  121
Kingsway Golf Centre (1009543) - Kingsway,White,M,66,61.2,80.2,102,30.6  /  102,30.6  /  102
,Red,F,66,63.6,88.2,104,31.8  /  104,31.8  /  104
Lakeside Lodge Golf Centre (1009781) - Lodge,White,M,72,71.5,95.1,127,35.7  /  131,35.8  /  123
,Yellow,M,72,69.8,92.7,124,35.1  /  124,34.7  /  123
,Red - Men,M,68,66.0,87.4,115,33.1  /  112,32.9  /  118
,Yellow - Women,F,76,76.4,109.0,139,38.4  /  141,38.0  /  136
,Red 2017,F,72,72.0,102.0,127,36.2  /  131,35.8  /  123
Links Golf Club (1010286) - The Links,White,M,72,71.8,95.7,129,37.1  /  133,34.7  /  124
,Yellow,M,72,70.6,93.7,125,36.4  /  128,34.2  /  121
,Red,M,72,67.3,89.1,118,34.2  /  123,33.1  /  112
,Red,F,72,72.6,102.5,127,37.1  /  131,35.5  /  123
March Golf Club Ltd (1010873) - March Golf Club,White,M,70,69.2,91.9,122,34.8  /  119,34.4  /  125
,Yellow,M,70,68.2,90.1,118,34.2  /  117,34.0  /  118
,Red 2017,F,70,71.8,101.4,126,36.2  /  126,35.6  /  125
Nene Park Golf Club (1017340) - Orton Meadows,White,M,67,65.9,86.7,112,35.0  /  122,30.9  /  102
,Yellow,M,67,64.4,83.9,105,33.7  /  116,30.7  /  94
,Red,M,69,63.3,82.7,104,33.1  /  117,30.2  /  91
,White,F,67,71.2,101.0,126,38.3  /  138,32.9  /  114
,Yellow,F,67,68.5,96.2,118,36.7  /  126,31.8  /  109
,Red,F,68,66.6,93.1,113,35.7  /  122,30.9  /  103
Nene Park Golf Club (1017340) - Thorpe Wood,White,M,71,71.8,95.2,126,36.3  /  129,35.5  /  123
,Yellow,M,70,69.7,92.1,121,35.3  /  125,34.4  /  116
,Red,M,68,66.3,87.0,112,33.8  /  116,32.5  /  107
,Red,F,73,71.8,101.2,125,36.5  /  129,35.3  /  120
Old Nene Golf and Country Club Ltd (1012314) - Old Nene,White,M,67,66.4,87.4,113,33.3  /  114,33.1  /  112
,Yellow,M,67,65.6,85.8,109,32.8  /  110,32.8  /  108
,Red,M,66,64.4,84.2,107,32.2  /  105,32.2  /  108
,White,F,70,71.7,100.0,120,35.9  /  120,35.8  /  120
,Yellow,F,71,70.6,97.7,115,35.4  /  112,35.2  /  118
,Red 2015,F,70,69.1,96.0,114,34.4  /  114,34.7  /  114
Ramsey Golf and Bowls Club (1013448) - Ramsey Golf and Bowls Club,White,M,70,68.8,91.2,121,34.4  /  118,34.4  /  123
,Yellow,M,70,67.4,89.5,119,33.7  /  118,33.7  /  119
,Red,M,68,66.0,87.9,118,32.8  /  116,33.2  /  119
,Red,F,71,71.4,100.6,124,35.8  /  121,35.6  /  126
St Ives {Hunts} Golf Club (1015976) - St Ives Hunts,White,M,72,72.7,95.7,124,36.4  /  126,36.3  /  122
,Yellow,M,72,71.6,94.5,124,35.9  /  124,35.7  /  123
,Blue - Men,M,72,69.7,92.0,120,35.0  /  122,34.7  /  118
,Red - Men,M,68,67.3,88.5,114,33.8  /  114,33.5  /  114
,Blue - 2018,F,73,75.5,105.7,129,37.9  /  131,37.6  /  126
,Red - 2018,F,72,72.6,101.4,123,36.5  /  126,36.1  /  119
St Neots Golf Club (1016018) - St Neots,White,M,70,69.7,93.3,127,35.1  /  126,34.6  /  128
,Yellow,M,69,68.4,91.3,124,34.5  /  122,33.9  /  125
,Red - Men,M,68,66.5,88.7,119,33.5  /  119,33.0  /  119
,Yellow - Women,F,72,74.1,105.7,134,37.1  /  138,37.0  /  130
,Red - 2018,F,72,72.1,101.6,125,36.3  /  128,35.8  /  122
The Cambridgeshire Golf Club (1011179) - The Cambridgeshire Golf Club,White,M,72,72.1,95.3,125,35.5  /  125,36.6  /  125
,Yellow,M,70,71.0,93.8,123,35.0  /  123,36.0  /  123
,Red 2017,F,71,72.5,101.6,124,35.8  /  124,36.7  /  123
The Gog Magog Golf Club (1006986) - Old Course,Black,M,70,71.4,93.3,118,34.9  /  115,36.5  /  121
,White,M,70,70.5,92.1,116,34.6  /  114,35.9  /  118
,Yellow,M,70,69.5,90.7,114,34.0  /  112,35.5  /  116
,Red,M,68,67.2,86.9,106,32.8  /  103,34.4  /  109
,Blue,M,68,63.5,82.2,101,31.5  /  97,32.0  /  104
,Yellow,F,72,75.4,105.9,130,37.0  /  128,38.4  /  131
,Red,F,71,72.7,100.3,117,35.7  /  114,37.0  /  120
,Blue,F,70,68.5,94.2,109,34.0  /  109,34.5  /  109
The Gog Magog Golf Club (1006986) - Wandlebury,White,M,72,72.5,97.1,133,36.7  /  135,35.8  /  130
,Yellow,M,71,71.0,94.7,128,35.9  /  128,35.1  /  127
,Red - Men,M,68,67.6,89.0,115,34.0  /  116,33.6  /  114
,Red - 2018,F,72,72.7,102.5,127,36.6  /  128,36.1  /  125
