,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
GC Brautarholt,White,M,34,34.4,46.2,127,34.4  /  127,/
,Gulir,M,35,33.6,45.1,124,33.6  /  124,/
,Blue men,M,34,31.9,41.9,108,31.9  /  108,/
,Red men,M,34,31.3,41.1,105,31.3  /  105,/
,Orange men,M,34,29.4,38.0,93,29.4  /  93,/
,Blue women,F,34,33.9,48.1,120,33.9  /  120,/
,Red women,F,34,33.1,47.4,121,33.1  /  121,/
,Orange women,F,34,29.9,41.3,97,29.9  /  97,/
GC Brautarholt - GC Brautarholt 12holur 2018,Hvitir 12 holur,M,70,68.7,92.2,127,34.6  /  132,34.1  /  121
,Gulir 12 holur,M,70,66.7,88.6,118,33.6  /  123,33.1  /  113
,Blair Karlar 12 holur,M,70,64.0,84.0,108,32.0  /  110,32.0  /  105
,Raudir Karlar 12 holur,M,70,62.7,82.6,108,31.3  /  108,31.4  /  107
,Blair Konur 12 holur,F,70,68.9,96.6,118,34.5  /  120,34.4  /  115
,Raudir Konur 12 holur,F,70,66.5,94.5,118,33.1  /  119,33.4  /  117
GC Brautarholt - GC Brautarholt 18 holur,Rauður karla,M,70,62.4,82.2,107,31.2  /  107,31.2  /  107
GC Brautarholt - GC Brautarholt 2018,Hvítir karlar 18 holur,M,70,69.2,93.4,130,34.6  /  130,34.6  /  130
,Gulir karlar 18 holur,M,70,67.2,90.0,123,33.6  /  123,33.6  /  123
,Blair karlar 18 holur,M,70,64.2,84.8,111,32.1  /  111,32.1  /  111
,Raudir Karlar 18 holur,M,70,62.6,82.6,108,31.3  /  108,31.3  /  108
,Hvitir,M,35,34.6,46.7,130,34.6  /  130,/
,Gulir,M,35,33.6,45.0,123,33.6  /  123,/
,Blair Karlar,M,35,32.1,42.4,111,32.1  /  111,/
,Raudir Karlar,M,35,31.3,41.3,108,31.3  /  108,/
,Blair Konur 18 holur,F,70,69.0,97.2,120,34.5  /  120,34.5  /  120
,Raudir Konur 18 holur,F,70,66.4,94.4,119,33.2  /  119,33.2  /  119
,Blair Konur,F,35,34.5,48.6,120,34.5  /  120,/
,Raudir Konur,F,35,33.2,47.2,119,33.2  /  119,/
GC Reykjavik - Grafarholt 2009,Hvitur,M,71,72.8,97.3,132,35.4  /  127,37.4  /  137
,Gulir,M,71,70.0,93.7,128,34.4  /  125,35.6  /  130
,Blar men,M,71,67.8,91.3,127,33.1  /  125,34.7  /  128
,Raudur men,M,71,65.3,86.8,116,32.2  /  112,33.1  /  119
,Gull men,M,71,60.1,79.3,104,29.8  /  100,30.3  /  107
,Blar women,F,71,73.6,103.9,128,35.9  /  128,37.7  /  129
,Raudur women,F,71,70.6,99.2,122,34.6  /  123,36.0  /  120
,Gull women,F,71,62.4,86.8,104,30.7  /  105,31.7  /  103
GC Reykjavik - Grafarholt 2020,Hvítir teigar,M,71,73.0,98.8,139,35.2  /  130,37.8  /  147
,Gulir teigar karlar,M,71,69.4,92.9,127,34.2  /  124,35.2  /  129
,Bláir teigar - Karlar,M,71,67.0,89.8,123,32.8  /  118,34.2  /  127
,Rauðir teigar karlar,M,71,65.0,86.0,113,32.0  /  110,33.0  /  116
,Gull teigar karlar,M,71,60.1,78.1,97,29.8  /  94,30.3  /  100
,Gulir teigar konur,F,71,75.8,107.9,136,37.2  /  131,38.6  /  141
,Bláir teigar konur,F,71,72.4,101.9,126,35.3  /  125,37.1  /  126
